游戏名称,国家,发表时间,作者,游戏时长,内容,是否推荐/好评
Stardew Valley,中国,2021-07-11,Towel毛巾,165.6,说实话，我真的是钓鱼黑洞。至今为止1条鱼都钓不上。,推荐
Stardew Valley,中国,2019-11-14,爱吃猫的🐟,90.2,快乐闪退，闪退快乐。,推荐
Stardew Valley,中国,2017-12-05,loya,56.1,还是种田适合老子.jpg,推荐
Stardew Valley,中国,2019-06-15,4+4学制临床医学圣萨尼,510.5,我觉得我的游戏时间可以说明一切,推荐
Stardew Valley,中国,2017-02-08,〆lightfallen,60.4,看到官中已出的消息，我想起了曽一度被星露谷物语所支配的恐惧，我又要没日没夜地种田挖矿了。,推荐
Stardew Valley,中国,2019-05-06,♥♥♥♥♥♥♥♥♥♥♥,254.4,绿帽谷物语名不虚传，可肝可休闲，心态放平，尽量不sl，强迫症完美主义禁止游玩。。。。。绿人一时爽，一直绿一直爽。。。甚至老婆怀孕还可以和其他人在树林里厮混。。。。。。孩子出生照样夜不归宿。。。？？说我闸总？wdnmd我一白人角色生一棕色小孩连脏话都不能说的么？,推荐
Stardew Valley,中国,2024-12-27,夜行,93.5,听闻有一个叫代号鸢的游戏的玩家拿星露谷当游戏代餐还要给星露谷打差评，特么还玩出优越感了，真特么丢人丢到国外去了，本来之前忘记给星露谷打个好评的，现在回来补上,推荐
Stardew Valley,中国,2022-12-24,じゃばみ ゆめこ,184.8,"在这里养了一只藤原千花，路过的朋友可以摸摸她一赞摸一次

⣿⢟⣽⣿⣿⣿⣿⣫⡾⣵⣿⣿⣿⠃⠄⠄⠘⢿⣿⣾⣿⣿⣿⢿⣿
⢫⣿⣿⣿⣿⡿⣳⣿⣱⣿⣿⣿⡋⠄⠄⠄⠄⠄⠛⠛⠋⠁⠄⠄⣿
⣿⣿⣿⣿⡿⣹⡿⣃⣿⣿⣿⢳⠁⠄⠄⠄⢀⣀⠄⠄⠄⠄⠄⢀⣿
⡿⣿⣿⣿⢡⣫⣾⢸⢿⣿⡟⣿⣶⡶⢰⣿⣿⣿⢷⠄⠄⠄⠄⢼⣿
⣽⣿⣿⠃⣲⣿⣿⣸⣷⡻⡇⣿⣿⢇⣿⣿⣿⣏⣎⣸⣦⣠⡞⣾⢧
⣿⣿⡏⣼⣿⣿⡏⠙⣿⣿⣤⡿⣿⢸⣿⣿⢟⡞⣰⣿⣿⡟⣹⢯⣿
⣿⣿⣸⣿⣿⣿⣿⣦⡈⠻⣿⣿⣮⣿⣿⣯⣏⣼⣿⠿⠏⣰⡅⢸⣿
⣿⣇⣿⣿⡿⠛⠛⠛⠛⠄⣘⣿⣿⣿⣿⣿⣿⣶⣿⠿⠛⢾⡇⢸⣿
⣿⢻⣿⣿⣷⣶⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⡋⠉⣠⣴⣾⣿⡇⣸⣿
⣿⢸⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣄⠘⢿⣿⠏⠄⣿⣿
⣿⠸⣿⣿⣿⣿⣿⣿⠿⠿⢿⣿⣿⣿⣿⣿⣿⣿⣦⣼⠃⠄⢰⣿⣿
⣿⡄⠙⢿⣿⣿⡿⠁⠄⠄⠄⠄⠉⣿⣿⣿⣿⣿⣿⡏⠄⢀⣾⣿⢯
⣿⡇⠄⠄⠙⢿⣀⠄⠄⠄⠄⠄⣰⣿⣿⣿⣿⣿⠟⠄⠄⣼⡿⢫",推荐
Stardew Valley,中国,2021-11-06,RailGun,256.7,"把我在steam的第一篇评测送给星露谷物语。

如果没记错，这款游戏是17年年底购入的。18年年初开始玩的，那个时候还没有联机。一个人颓废在家里，只能靠着每天睡醒就开始肝到眼皮撑不住睡着。日复一日，手腕被摸到起泡。当时所有的精神食粮都源自于这个游戏，放弃了社交，放弃了学习。仿佛只有在这个游戏里的我，才是快乐的，有成就感的。没记错的话，那样的日子持续了三到四个月。直到今天，也很难有一款游戏让我那么沉浸，卡着时间种地浇水收获，卡着时间钓鱼，到后面有了资本去下矿，还要卡着时间回家。去网上搜每个npc的喜好，到中期和阿比盖尔结婚，到拥有两个宝宝，真的很幸福~
我只能说这个游戏满足了我对模拟经营类游戏的大部分幻想，也算是我入坑这类游戏的导线。很开心拥有了这款游戏，同时很感谢带给了我美好的时光。",推荐
Stardew Valley,中国,2023-05-31,cfh,166.9,不建议没有肝的人玩，不建议有肝的人玩第二遍,推荐
Stardew Valley,中国,2022-06-29,SinsNeverDie,39.0,不吃饭不睡觉 打起精神赚钞票,推荐
Stardew Valley,中国,2020-12-22,Flechazo 030,102.8,"这是我第一款真正意义上在steam花了钱的游戏，无mod度过了一百多个小时的快乐时光，在这里，不仅有了一个小农园，还有了男人，有了猫，有了孩子。
好玩，是真的好玩。就这么说吧，我是期末考前两天买的，直到考前两小时的时候我还在宿舍里钓鱼喂鸡泡男人。
希望作者能多出些游戏，我太喜欢这种游戏了（尤其是里面各个npc都香香淦都戳我xp）
画风不是问题，谁能对塞巴斯蒂安说不呢
其实我也喜欢其他男人（为什么不能一妻多夫？）",推荐
Stardew Valley,中国,2016-04-26,阮棠,584.8,玩了几年游戏很好玩，还和朋友联机过特别值得购买，现在是特别希望能有创意工坊，N网下载太麻烦了！！,推荐
Stardew Valley,中国,2025-11-10,E6X,370.9,非常优秀的种田游戏，并不休闲。627的生活，记得凌晨两点前要睡觉，我说的是现实时间。,推荐
Stardew Valley,中国,2024-04-23,砂狠白子,320.0,新汉化组真得给作者磕一个吧,推荐
Stardew Valley,中国,2017-08-14,零洛,884.5,游戏做的是一点毛病都没有的，每一天都在计划着怎样才不能浪费时间，每一年都有想要完成的事情。 这个不大的地图，给了很多人无法泯灭的情怀和往事。我记忆犹新的是每一个NPC的好感度达到一定程度时那一个个的故事。他没有其他游戏的快节奏，有的只有在那舒心的背景音乐里去过好自己的生活，打理好自己的农场。我很爱这个游戏，玩到了第一年、第二年、第三年、第四年。然而当金币已经不知该如何挥霍，每天起床走到自己的农场却不知道收那些猜到底有没有意义了。那时突然很悲伤，因为我发现曾经挚爱的游戏却变得枯燥无味。可能这是每一个游戏必经的阶段，然而心中的那种惆怅还是无法抹去的。每天我都会打开STEAM，看还有没有更新。然而让人悲伤的事情却是作者似乎已经赚够了。更新似乎已经成为了不可能。自此铭记在曾经这个游戏给我的快乐和充实。,推荐
Stardew Valley,中国,2016-02-29,OtakuFan,293.5,"简单介绍一下，这是一款仿牧场物语的、并且仿得有模有样也很有意思的游戏。
玩家本来是个码农，过天过着迷茫的都市生活，后来收到了grandpa的遗产——很大一块地(所以说首先你得有土豪爷爷)。
于是他辞去了工作，来到了星露谷，开始了自己的田园生活。
本作可以去的场景大概在10个左右，主要的田园工作除了农业外，还有采集、牧业、矿业、渔业以及二次加工和养会把自己打死并且没有什么利润的史莱姆(刚我连续重开两回就是以为这个)。此外，就是把妹了，目前我老婆已怀孕，但是一直不生，我怀疑我陷入了一场阴谋或者交易之中。值得一提的是，去矿洞或者洞穴时的战斗，还挺像样子的。

————————————————————————————————

嗯，现在是夜里3点多快4点，我昨天夜里1点买的游戏，游戏时间15小时，等于我除了睡觉都在种菜意思是。
辣鸡游戏颓我精神费我钱财！
———————————160229 3:30 am——————————————
只玩过GB和GBA的牧场物语，但是一直很喜欢，能在steam上找到熟悉的味道一本满足。
钓鱼挖矿种菜养鸡把妹！

随便说几点给刚要玩儿的(我也才到夏天20号左右)

1、矿场在地图最右上角
2、前期先攒钱买1800的鱼竿是个不错的路子，钓鱼发家致富
3、各种东西最好都备着一两个，别都卖了，会有任务和bundle收集
4、一开始的野花啥的留着别卖了，用来送妹子，不然春天月底flower dance节日你邀请不到舞伴！（妈的我好惨 没人愿意和我跳舞），另外卖动物那大妈也得提升一下好感度，我不会告诉你因为村长内裤在她卧室，人物喜好可以查指南，有一篇正在更新人物喜好
5、如果你不是很闲最好不要买，this game ruins my life.

———————————160301 4:00 am | at 26th of fall ———————
其实是早上（11:00 am）起来写的，把早上课的给鸽了，辣鸡游戏啊！！害我！！

小bug挺多的，一定要注意的是目前当背包和冰箱中都含有食谱里的所有食材时，会同时消耗两者的食材，并且只得到一份菜，一定要小心！！然后生鱼片是下矿不错的食物，用任意鱼做
遇到二次存档前的crash，原因未知（和白天做的事有关应该，换点事情做就ok了），希望尽快修复。

更新一些hint
1、矿洞100层以上，下70层最好购买公会卖的骷髅剑 level 10 blade
2、建coop的商店可以左右选择项目！！我一直以为其他建筑是我没解锁，一头包，早就可以开始羊牛了，另外有了厨房后很多东西可以做成食物再卖，比如玉米
3、铁稿可以敲开矿洞入口右边的石头，里面有一位矮人，喜欢topaz黄玉、其他玉还没试过
4、野花一定要留着千万别卖（春夏野外都有花，有种子后可以自己种，完成bundle会给你30个种子），用来当礼物，毕竟卖不了几个钱
5、记得留下一些金星的食材，秋天的第一个节日会用来展示，赌博选绿色！！！命中率75%+
6、高级水壶蓄力可以浇更远
7、完成矿山的bundle收集会开启矿车，现在我矿车可以通巴士站、矿山、铁匠铺三点",推荐
Stardew Valley,中国,2018-08-01,吳織亞切°,170.4,"8102年 8月1日 天气：晴


已经是下午14：45分了。正式联机版还没更新。指望着今天跟小伙伴联机种地的。这个仇，先记下来。",推荐
Stardew Valley,中国,2018-08-25,Maybee,81.9,"我曾经是一名joja的程序猿，每天早上8点上班，6点下班，晚上玩游戏，周日休息，但我觉得生活很无趣，我决心改变这种生活，这时，我发现抽屉里有爷爷的信......
后来，我成为了星露谷的一名农场主，早上6点起床，晚上11点50睡觉，有时候还得熬夜到凌晨两点，全年无休。我每天的工作是砍树，除草，挖石头，锄地，种菜，收菜，钓鱼，挖矿，消灭怪物，捡垃圾，给村民送礼物，跟村民说话，帮村民跑腿，还要陪村民过节，我感觉已经离成仙不远了
现在，我是酒厂的老板，每天早上6点起床，中午12点睡觉，每天就是起来收收菜，放进桶里，等过几天再拿出来卖，通常一瓶酒能卖上3000G。我身价过亿，但是每天的生活无比空虚，除了收菜卖酒就是睡觉，再也回不去当年辛苦打拼的时光了。。。。。。",推荐
Stardew Valley,中国,2022-03-04,上期大书库,39.9,一天不种田好像身上有蚂蚁在爬,推荐
Stardew Valley,中国,2016-10-26,薄饼想要去钓鱼,21.5,说好的中文呢？,推荐
Stardew Valley,中国,2024-07-10,小猫≡ω≡,201.4,"各位义父，
我就不发什么牛子精灵、傻逼猫猫、领导人头像了，

我就想让你们给我点个赞，

好让我去换那些骚逼头像。",推荐
Stardew Valley,中国,2023-12-28,已无言,1.2,很好玩，求求各位路过的家人给个赞吧，我真的很需要点数去换头像呜呜呜谢谢大佬了！！,推荐
Stardew Valley,中国,2024-03-19,曼波波波,59.6,快把1.6端出来吧，我已经迫不及待力,推荐
Stardew Valley,中国,2018-07-29,耶律买买提,187.4,"我想这类游戏的魅力，大概在于构建了一个种瓜得瓜，种豆得豆的理想世界。只要努力地砍伐木材，堆砌石料，我们就可以拥有宽敞的房子；只要坚持送花，不懈追求，我们就可以拥有漂亮的妹子。也就是只要付出努力，就一定会得到正面的反馈——整个世界都基于一种简单而温暖，以至于颇为荒谬的逻辑运行着。但这并不妨碍这个虚拟的世界作为一个简化版的现实缩影，而为我们提示了一种宝贵的“可能性”——

虽然种瓜不一定得瓜，但是在埋下种子的时候，内心深处总是有一点企盼的吧；游戏虽然是虚拟的，但作为玩家，愿望终归是真实的吧。玩家在星露谷中躬耕与收获时所怀着的渴望，与那些支撑着他们刻苦学习，努力工作，认真生活的情感，别无二致。固然，不可能通过游戏的简单逻辑来实现真实的梦想，游戏更像是一个许愿池，只负责收硬币，而不负责实现愿望（那是上帝的工作）——但这并不意味着它毫无价值，因为很多时候，一个愿望的诞生，就与它的实现同样重要。",推荐
Stardew Valley,中国,2023-01-22,扎不多得嘞,47.6,"请给我点数，我想买个背景但是没有钱，虽然不会让你的牛子变长，但是这个世界上会又多一个人为你祝福着

Please give me some points. I want to buy a background, but I have no money. Although it won't make your cow grow longer, there will be one more person in the world wishing you well.

ポイントをください。背景を買いたいですが、お金がありません。あなたの牛を長くすることはありませんが、世界にはもう一人の人があなたを祝福しています

Hãy cho tôi điểm, tôi muốn mua một nền tảng, nhưng không có tiền, mặc dù sẽ không làm cho con bò của bạn dài ra, nhưng sẽ có nhiều người trên thế giới này chúc phúc cho bạn

Geben Sie mir eine Zahl, ich will einen Hintergrund kaufen, aber ohne Geld wird Ihre Kuh nicht wachsen, aber es gibt noch einen anderen Menschen auf der Welt, der Sie segnet.",推荐
Stardew Valley,中国,2025-04-14,StaticShizuNeko,18.7,"当锄头第一次凿开星露谷的冻土时，冰碴迸裂的脆响与远处海浪的节奏悄然合拍，某种久违的平静便从指尖蔓延至胸腔。这里的时间流速与心跳同频，晨雾未散时给鸡舍添料的琐碎、暴雨天窝在厨房熬制果酱的专注、甚至蹲守河边三小时为钓传说鱼类的偏执，都在将都市生活剥离的焦虑碾碎成肥料，滋养出另一种生命形态的根系。

农作物的生长周期不再是进度条的变体，而是丈量季节的诗行——春末最后一株土豆抽芽的弧度、夏至向日葵追逐日光的偏转角度、秋夜南瓜藤在月光下蜷缩的姿态，这些被现代文明遗弃的观察，在此处复苏成最朴素的生存哲学。与鹈鹕镇居民的互动更似翻阅泛黄的小说集：谢恩深夜独坐河岸的背影、艾米丽缝纫时哼唱的走调民谣、甚至桑迪沙漠商店门帘被风卷起的频率，都在将NPC的概念解构为立体的人性拼图。

矿井深处的敲击声与晶洞裂开的脆响，构成了物质与精神的双重勘探。当镐头凿开岩层露出紫水晶的棱面时，那抹冷光不仅照亮了矿道，也映出某种原始采集本能的苏醒。而博物馆捐赠台逐渐填满的展柜，则像一本由玩家执笔的地方志，每一块化石的纹路都在重述远古海洋的潮汐密码。

游戏对“失败”的宽容度令人动容：枯萎的作物化作堆肥滋养新苗，钓鱼失败的涟漪惊起水面萤火虫，甚至矿洞坠落丢失的物品也会被回收箱温柔保管。这种将挫折转化为养分的机制，让每次失误都成为叙事长卷的注脚而非污点。

最隐秘的震撼源于细节的考古——祖父的信件笔迹随时间氧化变淡，木匠罗宾锤击钉子时的力度随好感度增加而放缓，冬季窗户上的冰花图案竟与当前农场布局呼应。这些未被官方说明的“无用之美”，恰是独立游戏灵魂的显影：在数据与算法的时代，仍有人愿将诗意编码进像素的呼吸里。",推荐
Stardew Valley,中国,2024-04-20,月入1千8，每天笑哈哈,203.2,尽管现在的汉化比之前任何时候的汉化都更加准确、具体、精致，但是星露谷出了太多年了，也许有些玩家已经对部分译名形成了传统，但这同样也并不代表那些更喜欢新的翻译的人有什么不对的地方，因为它的确是精心制作的，就如同这个游戏本身一样，它是鲜活的。西红柿改成番茄、绿宝石改成祖母绿、黄水晶改成黄玉、火水晶改成火焰石英、煎鸡蛋改成煎蛋、精灵石改成仙女石……颇有一种新汉化组上台要立威一样，前人的翻译不正式?改！这么追求正式，为什么不知道“粘土”的正式名称是“黏土”？这种同义词替换把戏就没必要拿到一个休闲游戏上来做文章了。,不推荐
Stardew Valley,中国,2018-06-29,Ruimuz,36.7,"我用你和我的名字写进了ID 把你最喜欢的城市写进了农场
我孤孤单单来到老房子前 孤孤单单的种着地
有一个NPC长的和你很像 我开始没日没夜的刷好感度
不去种地去挖矿 我去找攻略怎么才能结婚
我修好了桥拿到了信物 向你求婚
我们结婚了
然后我才发现 这只是一场游戏


















如果可以 这就是我最想要的活法",推荐
Stardew Valley,中国,2020-02-12,Chronos,535.7,"1.3版本玩了220h左右毕业，写下评测时距离游戏毕业也已经大半年时间，详细的感受已经不清楚了，但至少《Stardew Valley》确实给我带来了快乐
依稀记得这里面那几个小游戏是真的难。。。

1.6版本回坑，补齐全成就，星露谷真好玩！！！",推荐
Stardew Valley,中国,2019-08-24,丁满,192.6,夏威夷宴会， 放入村长的幸运短裤。 毒死了州长。 之后被赶出了星露谷。,推荐
Stardew Valley,中国,2020-12-23,1115149120,504.1,♥♥♥♥,推荐
Stardew Valley,中国,2022-10-17,izumi和泉,275.3,好游戏,推荐
Stardew Valley,中国,2017-02-08,影魔的故事,12.1,官方中文已更新，加一的大佬们可以开始玩了～,推荐
Stardew Valley,中国,2021-08-13,慢得拉草到处拉,188.1,就要种地，就要种地！不 种 地 不 是 中 国 人（doge）,推荐
Stardew Valley,中国,2018-08-03,东流,524.2,"天哪这个档我还在玩！！！！4年过去了，384还是我老公，我可真是个长情的人（虽然去过镇长家无数次，但是最后还是舍不得买离婚证QAQ），咸鱼玩家4年才买钟，下一步就是慢慢肝成就吧=。=

“我爱星露谷”，东流捂着肝说着这种话，并把安利塞进看评论的小可爱的嘴边，给老子吃！

---------------------------------------

娶了可爱的384之后发现婚后太冷漠，想离婚。可是想到在一起两年了孩子都大了又有点舍不得放手。以前总看不上微博上那些老公冷暴力为了孩子还不舍得离婚止损的女人，现在自己每天在农场忙完回去看到384已经早睡着了，只能安慰自己，凑合过呗，还能离咋地。

我一直觉得潘妮有点神神叨叨的，给她修房子是我最后的温柔。下一个档我要娶老实人哈维，头发掉没了，肝也硬化了，心也累了，需要个医生在旁边看着省的哪天猝死。",推荐
Stardew Valley,中国,2024-05-05,奈何,152.7,"摸一下猫猫会张嘴，一个赞摸一次！！！
⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",推荐
Stardew Valley,中国,2020-08-09,b22b,243.1,"还记得是16年看辰大的视频入的坑，往后才慢慢接触到steam，回来补票；
不得不说，星露谷物语和当今的游戏市场显得格格不入：
别的游戏在战场上浴血奋战时，我却在星露谷里悠闲（但有时确实肝）地种地；
别的游戏追求极致真实的画面，逼真的光影效果，星露谷却用简单的像素画征服了市场；
别的游戏都在朝大厂的方向发展，而星露谷却由Eric Barone一人耗时4年开发而出（包括场景，音乐和背景故事）
我厌倦了召唤师峡谷里每一分每一秒都紧张得让人喘不过气的氛围，育碧精美的风景让我感到审美疲劳，我也不想再过多的去思考R星在游戏中抛给我的问题，我累了。于是，我回到了星露谷，就像星露谷的主人公走出城市回到星露谷那样，就像Eric Barone潇洒辞职，独自开发星露谷物语那样；
初入星露谷，路易斯镇长和罗宾的热情就让我对这片农场有了好感；我将这片农场一点一点精心地打理着，农场也慢慢地回复了生机；由春入夏，我在有了一定资金的情况下，将农场种满了甜瓜和啤酒花；一连又是十多天地照料农作物，一天早上醒来，踏出房门，甜瓜熟了，啤酒花熟了！我的喜悦之情溢于言表，这种感觉不是LOL的一次逆风翻盘所能比拟的！
春之复苏，夏之狂野，秋之萧瑟，冬之宁静......没有哪一个游戏能更加完美地描绘四季，描绘自然了。即使画面不精致，但很显然，作者在色彩的搭配上是下了很大的功夫的：四季都有花，但每个季节的花都不一样；春夏都是以绿为主题，但这种绿有不一样......再辅之以出色的背景音乐（作者以前组建过乐队），星露谷就从电脑里走了出来。
另外，作者在背景故事和人物的设计上也很有深度：从小的说，塞巴斯蒂安和阿比盖尔的叛逆，潘妮的家庭，哈维的心愿......从大的说，山姆父亲的反战思想；再到作者想要告诉我们的：宁静才是真。不说别的，这至少甩国产手游十条街。
前不久，星露谷已经售出了一千万份了，谁能想到，一个如此异类的游戏能有如此大的成就？
社会内卷如此严重的今天，又有哪个游戏厂商/游戏制作人不想割玩家韭菜呢？
社会竞争日益加重的今天，又有多少玩家愿意去寻找游戏的本质呢？",推荐
Stardew Valley,中国,2023-09-26,kitty,219.4,"摸一下猫猫会张嘴，一个赞摸一次！！！
⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻
⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿
⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿
⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿
⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻
⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼
⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰
⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿
⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿
⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿
⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿
⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸
太好玩了",推荐
Stardew Valley,中国,2020-07-26,Jill,155.0,"高二的时候，第一次偶然看到了游戏的几个些许模糊的截图，由于对像素游戏的偏爱，我开始去了解这款游戏，一下子就喜欢上了，在这里我想提到一位大大： 深辰S 。他的游戏视频进一步加深了我对这款游戏的热爱，我非常喜欢去一边看着他的视频一边去游玩，听着辰大温柔的嗓音，玩着悠闲（爆肝）的游戏，那是我高中时期最开心的时候了，这款游戏承载了我一大部分的高中时期的回忆，当时还很不懂事，各方面也不了解，没有入手正版游戏。当我拥有正版之后，时光已然来到大学，当时玩了四年（游戏中）的那个每天大大咧咧，不爱学习的孩子，也已经变成一个平凡普通的大学生。诚然，高中的我沉迷与游戏，荒废了学业，考上了一个很一般很一般的大学，也许你会问：你后悔吗？沉迷于游戏。说完全不后悔是不可能的。在那个最爱玩游戏的时间遇到这么一个优秀的游戏，我很幸运。现在到了大学，虽然我没有再怎么玩了，但是，它在我心中的地位是绝对没有下降的，它就像一个朋友，安安静静的待在我的游戏库里，每次看到它，往日的回忆就会涌上心头，心存回忆，心有温存，也许有一天，我会再次和它一起玩耍，一起去种防风草，去种我最喜欢的蔓越莓，去南部森林拔葱，去矿洞湖钓鱼，也许会过很久一段时间，不过我相信，如果那一天真的来临了，我相信我和它一定会像高中的时候，开心的度过每一天。
上面只是我自己对游戏的一些想法和感情，也许各位朋友会看的一头雾水，不知道我想表达什么，哈哈哈，原谅我的表达能力吧，hhh

最后，我爱星露谷。",推荐
Stardew Valley,中国,2024-11-17,量子猫猫拳,324.1,经过16年教育的我，玩星露谷玩得抓耳挠腮。第一天，我在床上向右走了一点，系统提示我要睡了吗，我懵了，我刚刚没睡好吗，好吧，那我再睡一会。结果我竟然睡了一整天！我的老天爷！我疯疯癫癫去找怎么回档，我无法原谅第一天就什么都没做的我。不管去哪里都要对着地图规划好路线，计划有哪些任务可以顺路交掉，不能多走一步路，浪费每一分钟。每一天都要过得无比充实无比有意义，否则我就是罪该万死。玩星露谷的第五天，我梦到我又坐在了教室里，写着一张试卷，每道题我都写了很多，就是算不出答案。我急得直掉眼泪，这阵子我都在干什么？我是个傻瓜，是个笨蛋，是个不管怎么努力都考不到高分的没用的人。这样的生活贯彻到了我的工作里，我是个不用鞭子抽就能干得飞起的驴子，领导的心情就是我的心情，领导的评价就是我人生的意义。如果我落后了同期的人我自己就会狠狠鞭策自己，同样，这种刻入骨髓的观念像一串代码写在了我的基因里，我的人生已经紧紧地被各种各种诸如评价的词汇所控制。星露谷的第一年，你该做什么？第二年，第三年，你有了多少钱，或者多少个交往对象，你的农场已经有多么美丽？我亲爱的新手玩家，即使你一辈子只有一顶帐篷，在星露谷，你依然拥有获得快乐的权力。在星露谷，没有那么多关键的一步，没有那么多关键的一年，你能找到多少快乐，那都将为你所有。现在我刚刚走到第二年，我不小心为了给我的联机队友买漂亮的帽子和装饰物(在可恶的夜市上买的)花掉了我所有的积蓄，但是没关系。我还有一根带我致富的小鱼竿和一群努力下蛋的小鸡。下一步我要努力攒出一个蛋黄酱机了。,推荐
Stardew Valley,中国,2022-05-26,网友小李,2.9,今天是牛子节，点赞这段话，牛子精灵就会在你睡着的时候偷偷给你的牛子加长1cm，但是如果你看到了这段话不点赞的话，你的牛子就会缩短1cm,推荐
Stardew Valley,中国,2021-11-25,阿列Aliea,168.3,打折前天并且知道马上就要打折还原价买了的我是大傻逼,推荐
Stardew Valley,中国,2025-11-05,Da_long,73.3,"妈妈，人生要真是星露谷就好了...
随时可以到达的海边，送出礼物就能获得的友谊，付出努力就一定会有收获，失败了也只是掉东西，永远有再来的机会。而且就算什么也不干每天躺在床上，评定等级的时候爷爷也只是希望你开心。
星露谷就像个小小的世外桃源，我躲进去好像就不用面对生活的那些困难了，但我也知道，我不可能呆在桃源一辈子。",推荐
Stardew Valley,中国,2019-07-10,马嘉祺,2.2,"产品已退款

闪退是怎么回事",推荐
Stardew Valley,中国,2024-05-04,refansy,451.0,记得在2点之前必须睡觉，无论现实还是游戏,推荐
Stardew Valley,中国,2017-07-10,Azan,71.4,"我只想在此忏悔！
我用了修改器刷钱，当我看到妈妈寄来的信说去世爷爷留给我的钱500块钱的时候，我感到羞愧

所以我想告诉大家一定不要用修改器玩这个游戏！一步一步玩起来，这游戏将成为美好的记忆！",推荐
Stardew Valley,中国,2017-12-28,ye,199.9,"emmmmmmmm
怎么说呢，闪退谷物语还是挺好玩的。没事钓钓鱼，种种花花草草蔬菜，挖个矿。
听说18年出联机，还是很期待的。不过希望还是先优化一下这个闪退吧。。。玩个像素游戏还闪退就真的可以说是很难受了，尤其是每当这一天快要结束的时候才闪退。。

1/3/2018 更新编辑：闪退的原因是因为在游戏过程启用了WIN10自带的中文输入法（微软拼音）。如果你也有闪退的情况的话，请勿在游戏过程中开WIN10自带的中文输入法。同时我发现使用搜狗输入法的时候不会导致闪退，不知道其他第三方的中文输入法是不是同样的不会导致闪退。

最后，祝大家游戏愉快！",推荐
